protein_id	fasta_headers	gene_symbols_or_id	MS1d4-Exo	MS2d4-Exo	MW1d4-Exo	MW2d4-Exo
Q64191	>sp|Q64191|ASPG_MOUSE N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Mus musculus OX=10090 GN=Aga PE=1 SV=1	AGA	17.2853295176579	17.9299042427589	17.8340164644361	17.1244362424035
F8VPN4	>tr|F8VPN4|F8VPN4_MOUSE Glycogen debranching enzyme OS=Mus musculus OX=10090 GN=Agl PE=1 SV=1	AGL	16.0590968335403	16.2336232009626	15.5911905142634	
Q641K1	>sp|Q641K1|CBPC1_MOUSE Cytosolic carboxypeptidase 1 OS=Mus musculus OX=10090 GN=Agtpbp1 PE=1 SV=2	AGTPBP1	17.3228052463445	18.362702595263	17.2237849518058	
P35374	>sp|P35374|AGTR2_MOUSE Type-2 angiotensin II receptor OS=Mus musculus OX=10090 GN=Agtr2 PE=1 SV=1	AGTR2		15.9736082476885	15.6666107854667	
P50247	>sp|P50247|SAHH_MOUSE Adenosylhomocysteinase OS=Mus musculus OX=10090 GN=Ahcy PE=1 SV=3	AHCY	17.1966746949603	18.0990719841631	17.8796370769047	
E9Q616	>tr|E9Q616|E9Q616_MOUSE AHNAK nucleoprotein OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1	AHNAK	17.9025787719913	17.7645947844658	18.626143712953	18.4638539892102
A0A7N9VR94	>tr|A0A7N9VR94|A0A7N9VR94_MOUSE AHNAK nucleoprotein 2 OS=Mus musculus OX=10090 GN=Ahnak2 PE=1 SV=1	AHNAK2	17.6165929896224	16.9988417611628	18.0332250114122	17.8094907458829
Q8BK64	>sp|Q8BK64|AHSA1_MOUSE Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus OX=10090 GN=Ahsa1 PE=1 SV=2	AHSA1	17.6968574840127	17.8905459271924	18.0740161191907	18.5284688142922
A0A338P692	>tr|A0A338P692|A0A338P692_MOUSE Isoform of P29699, Alpha-2-HS-glycoprotein (Fragment) OS=Mus musculus OX=10090 GN=Ahsg PE=1 SV=1	AHSG	22.1882179408763	21.5344889459355	22.4944665665154	23.3857414291322
P31230	>sp|P31230|AIMP1_MOUSE Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus OX=10090 GN=Aimp1 PE=1 SV=2	AIMP1	17.7891232383996	16.3267173402122	18.0737476416959	19.2712617837385
Q9R0Y5	>sp|Q9R0Y5|KAD1_MOUSE Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1	AK1	19.3037402144174	19.5846051795617	19.7724365210035	19.6280918826374
Q9WTP6	>sp|Q9WTP6|KAD2_MOUSE Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5	AK2	17.4752569775594	18.07181804445	17.9441269168838	18.0014709198711
Q9WTQ5	>sp|Q9WTQ5|AKA12_MOUSE A-kinase anchor protein 12 OS=Mus musculus OX=10090 GN=Akap12 PE=1 SV=1	AKAP12	17.4956585054741	17.0674868621132	17.7751337259704	18.2470697432183
Q9JII6	>sp|Q9JII6|AK1A1_MOUSE Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3	AKR1A1	18.7959325957439	19.4750886518152	19.3718999966752	18.6137855595811
P45376	>sp|P45376|ALDR_MOUSE Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3	AKR1B1	19.021000010763	19.243302647778	19.4500087303026	19.2135575607887
P45377	>sp|P45377|ALD2_MOUSE Aldose reductase-related protein 2 OS=Mus musculus OX=10090 GN=Akr1b8 PE=1 SV=2	AKR1B8	17.4746843914384	17.9356540058723	18.3023899178183	19.5604291245497
Q9DCT1	>sp|Q9DCT1|AKCL2_MOUSE 1,5-anhydro-D-fructose reductase OS=Mus musculus OX=10090 GN=Akr1e2 PE=1 SV=1	AKR1E2	17.7019147825854		18.7489737079992	
Q60823	>sp|Q60823|AKT2_MOUSE RAC-beta serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Akt2 PE=1 SV=1	AKT2	15.6855411309382		16.1384250835793	
P07724	>sp|P07724|ALBU_MOUSE Albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=3	ALB	21.6307850499157	21.2039298379193	21.0967884513224	22.332536178475
Q9Z110	>sp|Q9Z110|P5CS_MOUSE Delta-1-pyrroline-5-carboxylate synthase OS=Mus musculus OX=10090 GN=Aldh18a1 PE=1 SV=2	ALDH18A1	19.2501236169136		18.8567242217036	
Q8K009	>sp|Q8K009|AL1L2_MOUSE Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l2 PE=1 SV=2	ALDH1L2	18.3117499162766			19.5035070985513
P47738	>sp|P47738|ALDH2_MOUSE Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1	ALDH2	19.3298174113354	18.17636045025	18.786464414026	19.4047507683032
P05064	>sp|P05064|ALDOA_MOUSE Fructose-bisphosphate aldolase A OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=2	ALDOA	19.411956542754	19.5089093793202	20.1628218864101	20.678524262767
O08583	>sp|O08583|THOC4_MOUSE THO complex subunit 4 OS=Mus musculus OX=10090 GN=Alyref PE=1 SV=3	ALYREF	18.8668353106271	17.8781665328673	19.1682036537235	20.3681771524672
Q07456	>sp|Q07456|AMBP_MOUSE Protein AMBP OS=Mus musculus OX=10090 GN=Ambp PE=1 SV=2	AMBP	21.6915863763971	22.264913500474	21.5327292756389	21.4564382615648
Q99JB7	>sp|Q99JB7|AMNLS_MOUSE Protein amnionless OS=Mus musculus OX=10090 GN=Amn PE=1 SV=1	AMN	19.5164746737696	20.1056726790075	17.9830873463341	17.1768885464477
Q9DBT5	>sp|Q9DBT5|AMPD2_MOUSE AMP deaminase 2 OS=Mus musculus OX=10090 GN=Ampd2 PE=1 SV=2	AMPD2	16.1410567325792	16.7640624900887	16.5403262902	16.5887504202036
Q9R045	>sp|Q9R045|ANGL2_MOUSE Angiopoietin-related protein 2 OS=Mus musculus OX=10090 GN=Angptl2 PE=2 SV=2	ANGPTL2	16.9648964741304	16.9413626969567	16.8352441415648	18.2084570480183
A0A494B9J0	>tr|A0A494B9J0|A0A494B9J0_MOUSE Isoform of Q9WV06, Ankyrin repeat domain 2 OS=Mus musculus OX=10090 GN=Ankrd2 PE=1 SV=1	ANKRD2	16.4127605860614		16.5572373220299	
Q6P9J9	>sp|Q6P9J9|ANO6_MOUSE Anoctamin-6 OS=Mus musculus OX=10090 GN=Ano6 PE=1 SV=1	ANO6	16.2380459873277	17.3533392232475	16.6522426327086	
Q9EST5	>sp|Q9EST5|AN32B_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Mus musculus OX=10090 GN=Anp32b PE=1 SV=1	ANP32B	18.0079147684884	17.1961586491357	18.2575973680172	18.1050267669706
P97449	>sp|P97449|AMPN_MOUSE Aminopeptidase N OS=Mus musculus OX=10090 GN=Anpep PE=1 SV=4	ANPEP	17.7931751280284	19.1745920451635	18.7155491790924	16.7896825778036
P10107	>sp|P10107|ANXA1_MOUSE Annexin A1 OS=Mus musculus OX=10090 GN=Anxa1 PE=1 SV=2	ANXA1	18.9421446957794	19.2021877091421	19.5614853539946	18.6171931624734
P97384	>sp|P97384|ANX11_MOUSE Annexin A11 OS=Mus musculus OX=10090 GN=Anxa11 PE=1 SV=2	ANXA11	18.1868248452744	18.8173206128589	18.5309240009646	16.3370779657453
P07356	>sp|P07356|ANXA2_MOUSE Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2	ANXA2	19.5962809718532	20.3411383341497	20.4281047971615	19.2880524075412
A0A0G2JDV9	>tr|A0A0G2JDV9|A0A0G2JDV9_MOUSE Isoform of O35639, Annexin (Fragment) OS=Mus musculus OX=10090 GN=Anxa3 PE=1 SV=1	ANXA3	22.3933758359191	23.5212434021289	22.6300552782023	
O35639	>sp|O35639|ANXA3_MOUSE Annexin A3 OS=Mus musculus OX=10090 GN=Anxa3 PE=1 SV=4	ANXA3	19.0877570028521	19.9160538496045	19.4324310031654	18.6988096271583
P97429	>sp|P97429|ANXA4_MOUSE Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4	ANXA4	19.1488438573185	19.7958533702585	19.7807116800504	18.4824823022299
P48036	>sp|P48036|ANXA5_MOUSE Annexin A5 OS=Mus musculus OX=10090 GN=Anxa5 PE=1 SV=1	ANXA5	20.3239775804933	21.4028494262961	20.9483632690172	19.7882666494075
F8WIT2	>tr|F8WIT2|F8WIT2_MOUSE Isoform of P14824, Annexin OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=1	ANXA6	19.8550072409541	20.7946668856966	20.6438595932166	19.6038338835516
Q07076	>sp|Q07076|ANXA7_MOUSE Annexin A7 OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=2	ANXA7	17.5882202631263	17.8474686229627	17.9354071516299	17.3146980321307
O70423	>sp|O70423|AOC3_MOUSE Amine oxidase [copper-containing] 3 OS=Mus musculus OX=10090 GN=Aoc3 PE=1 SV=3	AOC3		16.4454675360335	17.129728541125	
O35643	>sp|O35643|AP1B1_MOUSE AP-1 complex subunit beta-1 OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=2	AP1B1		17.4784746830787	18.0162465663343	
P17426	>sp|P17426|AP2A1_MOUSE AP-2 complex subunit alpha-1 OS=Mus musculus OX=10090 GN=Ap2a1 PE=1 SV=1	AP2A1	17.4307103241449	18.0693308489854	17.2361812326343	17.0804377717576
Q9DBG3	>sp|Q9DBG3|AP2B1_MOUSE AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1 PE=1 SV=1	AP2B1		16.5491957351551	16.7234271203573	
P84091	>sp|P84091|AP2M1_MOUSE AP-2 complex subunit mu OS=Mus musculus OX=10090 GN=Ap2m1 PE=1 SV=1	AP2M1	16.761553979071	17.7123503163473	16.9583114614281	16.7823166158337
P62743	>sp|P62743|AP2S1_MOUSE AP-2 complex subunit sigma OS=Mus musculus OX=10090 GN=Ap2s1 PE=1 SV=1	AP2S1		18.7866550194456	18.611212471449	
Q8R146	>sp|Q8R146|ACPH_MOUSE Acylamino-acid-releasing enzyme OS=Mus musculus OX=10090 GN=Apeh PE=1 SV=3	APEH	16.7395725382024	17.0004670908375	16.8498370499162	15.7614720629825
O35841	>sp|O35841|API5_MOUSE Apoptosis inhibitor 5 OS=Mus musculus OX=10090 GN=Api5 PE=1 SV=2	API5		17.5478717913497	16.9752975512131	
E9Q414	>sp|E9Q414|APOB_MOUSE Apolipoprotein B-100 OS=Mus musculus OX=10090 GN=Apob PE=1 SV=1	APOB	18.0168605269628			17.1517449456548
P51910	>sp|P51910|APOD_MOUSE Apolipoprotein D OS=Mus musculus OX=10090 GN=Apod PE=1 SV=1	APOD	16.4174473148852	18.3052345826429	16.8614154655796	
P08226	>sp|P08226|APOE_MOUSE Apolipoprotein E OS=Mus musculus OX=10090 GN=Apoe PE=1 SV=2	APOE	17.6746837822495	17.939403169733	17.1883055391563	17.2711557597169
P12023	>sp|P12023|A4_MOUSE Amyloid-beta precursor protein OS=Mus musculus OX=10090 GN=App PE=1 SV=3	APP		16.7299068820423	16.9226738350229	17.7225341581437
P08030	>sp|P08030|APT_MOUSE Adenine phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Aprt PE=1 SV=2	APRT	18.2379369973026	17.9200591898231	18.186148628825	17.2509950852
Q4LDD4	>sp|Q4LDD4|ARAP1_MOUSE Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Arap1 PE=1 SV=2	ARAP1		17.0346715266869	16.6159339801304	
Q5XJY5	>sp|Q5XJY5|COPD_MOUSE Coatomer subunit delta OS=Mus musculus OX=10090 GN=Arcn1 PE=1 SV=2	ARCN1	16.870247365279	17.5191286287244	16.88208285825	17.2396355734328
P61205;P84078	>sp|P61205|ARF3_MOUSE ADP-ribosylation factor 3 OS=Mus musculus OX=10090 GN=Arf3 PE=2 SV=2;>sp|P84078|ARF1_MOUSE ADP-ribosylation factor 1 OS=Mus musculus OX=10090 GN=Arf1 PE=1 SV=2	ARF3;ARF1	17.7706870477661	18.8144483329755	17.9347727901982	17.7985632009118
P61750	>sp|P61750|ARF4_MOUSE ADP-ribosylation factor 4 OS=Mus musculus OX=10090 GN=Arf4 PE=1 SV=2	ARF4	17.2465584628849	18.0630399495176	17.52369599225	
Q99K28	>sp|Q99K28|ARFG2_MOUSE ADP-ribosylation factor GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Arfgap2 PE=1 SV=1	ARFGAP2	18.4876825834211		20.2075875788624	20.7326950954868
Q61176	>sp|Q61176|ARGI1_MOUSE Arginase-1 OS=Mus musculus OX=10090 GN=Arg1 PE=1 SV=1	ARG1	17.7752484451264	16.5654778952681	17.6402590183158	18.5356134341642
Q5FWK3	>sp|Q5FWK3|RHG01_MOUSE Rho GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arhgap1 PE=1 SV=1	ARHGAP1	16.1492144230533	17.4348592497292	16.4048546501286	
Q3UIA2	>sp|Q3UIA2|RHG17_MOUSE Rho GTPase-activating protein 17 OS=Mus musculus OX=10090 GN=Arhgap17 PE=1 SV=1	ARHGAP17		17.1440092133005	16.8297014171854	
Q99PT1	>sp|Q99PT1|GDIR1_MOUSE Rho GDP-dissociation inhibitor 1 OS=Mus musculus OX=10090 GN=Arhgdia PE=1 SV=3	ARHGDIA	17.9535954620957	18.5869190118712	18.3148188885011	17.4377087183065
Q9D0J4	>sp|Q9D0J4|ARL2_MOUSE ADP-ribosylation factor-like protein 2 OS=Mus musculus OX=10090 GN=Arl2 PE=1 SV=1	ARL2		16.7734829414616	16.75376851164	
Q9WUL7	>sp|Q9WUL7|ARL3_MOUSE ADP-ribosylation factor-like protein 3 OS=Mus musculus OX=10090 GN=Arl3 PE=1 SV=1	ARL3	18.7198993173925	19.3092785984899	18.5751761175329	18.9874293901399
Q8R5J9	>sp|Q8R5J9|PRAF3_MOUSE PRA1 family protein 3 OS=Mus musculus OX=10090 GN=Arl6ip5 PE=1 SV=2	ARL6IP5	18.6174437516229	18.3782366818009	18.0874436153051	18.061443491382
Q9WV32	>sp|Q9WV32|ARC1B_MOUSE Actin-related protein 2/3 complex subunit 1B OS=Mus musculus OX=10090 GN=Arpc1b PE=1 SV=4	ARPC1B	18.8794388936721	19.2925552517794	19.3629658788837	19.1548968168205
Q9CVB6	>sp|Q9CVB6|ARPC2_MOUSE Actin-related protein 2/3 complex subunit 2 OS=Mus musculus OX=10090 GN=Arpc2 PE=1 SV=3	ARPC2		17.3290147934962	16.2193214755866	15.7193811482972
P59999	>sp|P59999|ARPC4_MOUSE Actin-related protein 2/3 complex subunit 4 OS=Mus musculus OX=10090 GN=Arpc4 PE=1 SV=3	ARPC4	16.7057586174316	16.9124017629048	16.4101416159336	
Q9CPW4	>sp|Q9CPW4|ARPC5_MOUSE Actin-related protein 2/3 complex subunit 5 OS=Mus musculus OX=10090 GN=Arpc5 PE=1 SV=3	ARPC5	18.8016129002718	19.097063694007	18.8688502184902	18.94590452515
Q9D898	>sp|Q9D898|ARP5L_MOUSE Actin-related protein 2/3 complex subunit 5-like protein OS=Mus musculus OX=10090 GN=Arpc5l PE=1 SV=1	ARPC5L	20.5844896040622	20.1678133171161	19.7787431105093	20.7543325254552
P50428	>sp|P50428|ARSA_MOUSE Arylsulfatase A OS=Mus musculus OX=10090 GN=Arsa PE=1 SV=2	ARSA	18.4715813144109	18.3500069303227	18.904958112045	
Q61024	>sp|Q61024|ASNS_MOUSE Asparagine synthetase [glutamine-hydrolyzing] OS=Mus musculus OX=10090 GN=Asns PE=1 SV=3	ASNS	17.4497151533768	17.9925009007195	16.8058896021122	
A2AL78;Q9CR06	>tr|A2AL78|A2AL78_MOUSE Isoform of Q8BSY0, Aspartate-beta-hydroxylase OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1;>tr|Q9CR06|Q9CR06_MOUSE Isoform of Q8BSY0, Aspartate-beta-hydroxylase OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1	ASPH	15.5128741668064	16.1753171450153	16.1325364128764	
Q99MQ4	>sp|Q99MQ4|ASPN_MOUSE Asporin OS=Mus musculus OX=10090 GN=Aspn PE=1 SV=1	ASPN		17.4190916962934	17.0074749452404	
P16460	>sp|P16460|ASSY_MOUSE Argininosuccinate synthase OS=Mus musculus OX=10090 GN=Ass1 PE=1 SV=1	ASS1	16.6397891916027	17.3262637247478	17.5847758589765	17.3445918303229
Q9CWJ9	>sp|Q9CWJ9|PUR9_MOUSE Bifunctional purine biosynthesis protein ATIC OS=Mus musculus OX=10090 GN=Atic PE=1 SV=2	ATIC	17.841671993513	18.1325748467203	18.3590968927461	17.7587592544141
O08997	>sp|O08997|ATOX1_MOUSE Copper transport protein ATOX1 OS=Mus musculus OX=10090 GN=Atox1 PE=1 SV=1	ATOX1	19.5336621346113	19.3125571237235	19.7404293711925	19.3219331508229
Q8VDN2	>sp|Q8VDN2|AT1A1_MOUSE Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus OX=10090 GN=Atp1a1 PE=1 SV=1	ATP1A1	17.6582778294351	17.8565265156733	18.1587207725801	18.2542978767337
Q6PIE5	>sp|Q6PIE5|AT1A2_MOUSE Sodium/potassium-transporting ATPase subunit alpha-2 OS=Mus musculus OX=10090 GN=Atp1a2 PE=1 SV=1	ATP1A2	17.3882763192171	16.7017260804371	17.3797421860369	17.5818151318082
F6RQN3	>tr|F6RQN3|F6RQN3_MOUSE Isoform of Q8R429, ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 (Fragment) OS=Mus musculus OX=10090 GN=Atp2a1 PE=1 SV=1	ATP2A1	17.0772541214401	16.8091106501186	17.0283571280147	16.0133058011742
Q8R429	>sp|Q8R429|AT2A1_MOUSE Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 OS=Mus musculus OX=10090 GN=Atp2a1 PE=1 SV=1	ATP2A1	19.1462490086184	19.1521961853926	19.317230976077	18.8242312592384
