protein_id	fasta_headers	gene_symbols_or_id	FS1-L	FS2-L	FW1-L	FW2-L
Q3V140	>sp|Q3V140|ACRBP_MOUSE Acrosin-binding protein OS=Mus musculus OX=10090 GN=Acrbp PE=1 SV=1	ACRBP	19.7282568312189	20.1222975040382	20.7860162242465	20.8616623326248
Q9CZW4	>sp|Q9CZW4|ACSL3_MOUSE Fatty acid CoA ligase Acsl3 OS=Mus musculus OX=10090 GN=Acsl3 PE=1 SV=2	ACSL3	18.0144958562687	18.153671684699	18.3837397954827	18.7860005869563
P68134	>sp|P68134|ACTS_MOUSE Actin, alpha skeletal muscle OS=Mus musculus OX=10090 GN=Acta1 PE=1 SV=1	ACTA1	22.8625564408332	22.6530661838601	23.0434552475523	23.192172472449
Q8BFZ3	>sp|Q8BFZ3|ACTBL_MOUSE Beta-actin-like protein 2 OS=Mus musculus OX=10090 GN=Actbl2 PE=1 SV=1	ACTBL2	22.680830953187	22.4204657324938	23.6926805673216	23.5453824768118
P63260	>sp|P63260|ACTG_MOUSE Actin, cytoplasmic 2 OS=Mus musculus OX=10090 GN=Actg1 PE=1 SV=1	ACTG1	21.1413416695521	20.8134389236258	21.4868505758061	21.4121571137721
P63268	>sp|P63268|ACTH_MOUSE Actin, gamma-enteric smooth muscle OS=Mus musculus OX=10090 GN=Actg2 PE=1 SV=1	ACTG2	21.158204571819	20.9241790661362	20.9569252151822	20.8927094012449
Q9Z2N8	>sp|Q9Z2N8|ACL6A_MOUSE Actin-like protein 6A OS=Mus musculus OX=10090 GN=Actl6a PE=1 SV=2	ACTL6A	19.5674239118629	19.7727682820135	19.3770535997715	19.6231592674248
Q7TPR4	>sp|Q7TPR4|ACTN1_MOUSE Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1	ACTN1	19.9026906398556	19.215577077079	19.9826386880336	19.9789192563303
Q9JI91	>sp|Q9JI91|ACTN2_MOUSE Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2	ACTN2	19.4307083834315	19.1422120349673	19.6269997622802	19.5576109157404
O88990	>sp|O88990|ACTN3_MOUSE Alpha-actinin-3 OS=Mus musculus OX=10090 GN=Actn3 PE=1 SV=1	ACTN3		18.9519491823802	20.0062757747327	20.4074901547687
P57780	>sp|P57780|ACTN4_MOUSE Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1	ACTN4	20.537477723368	20.1431372919207	21.0628228706253	20.9950995821197
Q9QZB7	>sp|Q9QZB7|ARP10_MOUSE Actin-related protein 10 OS=Mus musculus OX=10090 GN=Actr10 PE=1 SV=2	ACTR10	20.6069080091393	20.4233608547379	19.6786845861969	19.7336356625768
P61164	>sp|P61164|ACTZ_MOUSE Alpha-centractin OS=Mus musculus OX=10090 GN=Actr1a PE=1 SV=1	ACTR1A	19.8768360699351	20.546222987808	20.8776566636213	20.8749221865981
P61161	>sp|P61161|ARP2_MOUSE Actin-related protein 2 OS=Mus musculus OX=10090 GN=Actr2 PE=1 SV=1	ACTR2	19.6429958740223	19.2884965219546	20.1705773526348	19.4802667000034
Q99JY9	>sp|Q99JY9|ARP3_MOUSE Actin-related protein 3 OS=Mus musculus OX=10090 GN=Actr3 PE=1 SV=3	ACTR3	18.9917494881952	19.0737911879193	19.7649649869109	19.7227816252009
Q80US4	>sp|Q80US4|ARP5_MOUSE Actin-related protein 5 OS=Mus musculus OX=10090 GN=Actr5 PE=1 SV=3	ACTR5		16.2218913284962	15.7004799664102	16.1572099155667
P56376	>sp|P56376|ACYP1_MOUSE Acylphosphatase-1 OS=Mus musculus OX=10090 GN=Acyp1 PE=1 SV=2	ACYP1		19.1778030470378	20.5593790183941	20.128781790056
P56375	>sp|P56375|ACYP2_MOUSE Acylphosphatase-2 OS=Mus musculus OX=10090 GN=Acyp2 PE=1 SV=2	ACYP2	21.0931837942527	20.7184453953124	20.0903577191625	20.2499391204349
D3YUK3;D3Z117	>tr|D3YUK3|D3YUK3_MOUSE Isoform of Q61824, ADAM metallopeptidase domain 12 (Fragment) OS=Mus musculus OX=10090 GN=Adam12 PE=1 SV=1;>tr|D3Z117|D3Z117_MOUSE Isoform of Q61824, ADAM metallopeptidase domain 12 (Fragment) OS=Mus musculus OX=10090 GN=Adam12 PE=1 SV=1	ADAM12	18.932832433654	18.4840580640669	17.3546416518277	17.8832446428059
O35674	>sp|O35674|ADA19_MOUSE Disintegrin and metalloproteinase domain-containing protein 19 OS=Mus musculus OX=10090 GN=Adam19 PE=2 SV=2	ADAM19	21.075213469425	20.3742715320439	18.9362256965244	
Q9R1V7	>sp|Q9R1V7|ADA23_MOUSE Disintegrin and metalloproteinase domain-containing protein 23 OS=Mus musculus OX=10090 GN=Adam23 PE=1 SV=1	ADAM23		18.9630066824545	18.6313103649149	18.8506988490756
P97857	>sp|P97857|ATS1_MOUSE A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Mus musculus OX=10090 GN=Adamts1 PE=1 SV=4	ADAMTS1	16.5682039924004	16.0891710974041	17.5244260119431	17.6126829859761
Q8BNJ2	>sp|Q8BNJ2|ATS4_MOUSE A disintegrin and metalloproteinase with thrombospondin motifs 4 OS=Mus musculus OX=10090 GN=Adamts4 PE=2 SV=2	ADAMTS4	23.5658756945641	22.887112423045	22.0035925186787	21.3428549599443
Q6PAT0	>sp|Q6PAT0|ADAT3_MOUSE Probable inactive tRNA-specific adenosine deaminase-like protein 3 OS=Mus musculus OX=10090 GN=Adat3 PE=1 SV=1	ADAT3		19.9496129044046	19.1372078042797	19.7094040254533
Q9QYC0	>sp|Q9QYC0|ADDA_MOUSE Alpha-adducin OS=Mus musculus OX=10090 GN=Add1 PE=1 SV=2	ADD1	20.8732705526449	20.791263161267	20.805540523522	20.7457179153126
G3UZ78	>sp|G3UZ78|ADGB_MOUSE Androglobin OS=Mus musculus OX=10090 GN=Adgb PE=1 SV=1	ADGB		18.5309258097815	18.2382950821559	
Q9Z0M6	>sp|Q9Z0M6|AGRE5_MOUSE Adhesion G protein-coupled receptor E5 OS=Mus musculus OX=10090 GN=Adgre5 PE=1 SV=2	ADGRE5		18.3380252920264	19.2445437262591	19.2993464417914
Q8JZZ7	>sp|Q8JZZ7|AGRL2_MOUSE Adhesion G protein-coupled receptor L2 OS=Mus musculus OX=10090 GN=Adgrl2 PE=1 SV=3	ADGRL2		16.3466223580489	18.6343857589709	18.5035353330943
P28474	>sp|P28474|ADHX_MOUSE Alcohol dehydrogenase class-3 OS=Mus musculus OX=10090 GN=Adh5 PE=1 SV=3	ADH5	18.2211731043104	18.7320081747225	18.9802032721923	18.8931410960044
P55264	>sp|P55264|ADK_MOUSE Adenosine kinase OS=Mus musculus OX=10090 GN=Adk PE=1 SV=2	ADK	18.485414817204	19.1116742814122	18.4788535609852	18.718993825266
Q9Z103	>sp|Q9Z103|ADNP_MOUSE Activity-dependent neuroprotector homeobox protein OS=Mus musculus OX=10090 GN=Adnp PE=1 SV=2	ADNP	17.9969233984107	18.7566059453223	19.120171417311	19.1657421307594
Q6PDY2	>sp|Q6PDY2|AEDO_MOUSE 2-aminoethanethiol dioxygenase OS=Mus musculus OX=10090 GN=Ado PE=1 SV=2	ADO	19.5798364191013	19.4581829556346	18.7941635637886	18.8553298869345
P54923	>sp|P54923|ADPRH_MOUSE ADP-ribosylhydrolase ARH1 OS=Mus musculus OX=10090 GN=Adprh PE=1 SV=1	ADPRH	22.7900767176004	23.0761018948135	22.4545827672498	22.3315718347495
Q8CG72	>sp|Q8CG72|ADPRS_MOUSE ADP-ribosylhydrolase ARH3 OS=Mus musculus OX=10090 GN=Adprs PE=1 SV=1	ADPRS	18.550899594161	18.0950528690376	18.5094760825879	18.1633978590407
Q9JKV1	>sp|Q9JKV1|ADRM1_MOUSE Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus OX=10090 GN=Adrm1 PE=1 SV=2	ADRM1	18.6536242992544	17.6935492818456	18.553606198496	18.8053988320208
P54822	>sp|P54822|PUR8_MOUSE Adenylosuccinate lyase OS=Mus musculus OX=10090 GN=Adsl PE=1 SV=2	ADSL		18.0129009898214	18.5398982905862	18.7328829577179
P46664	>sp|P46664|PURA2_MOUSE Adenylosuccinate synthetase isozyme 2 OS=Mus musculus OX=10090 GN=Adss2 PE=1 SV=2	ADSS2	20.4796404693084	20.1510285764896	20.1996080684389	20.1820241453274
Q5DTU0	>sp|Q5DTU0|AF1L2_MOUSE Actin filament-associated protein 1-like 2 OS=Mus musculus OX=10090 GN=Afap1l2 PE=1 SV=2	AFAP1L2		15.854670463495	17.2219644287021	17.8351114177521
Q9QZQ1	>sp|Q9QZQ1|AFAD_MOUSE Afadin OS=Mus musculus OX=10090 GN=Afdn PE=1 SV=3	AFDN	19.338198888667	19.027380603926	19.0510995719642	19.2240758231353
Q8JZQ2	>sp|Q8JZQ2|AFG32_MOUSE Mitochondrial inner membrane m-AAA protease component AFG3L2 OS=Mus musculus OX=10090 GN=Afg3l2 PE=1 SV=1	AFG3L2		17.4430875789024	16.2247315624531	16.6491733577183
Q64191	>sp|Q64191|ASPG_MOUSE N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Mus musculus OX=10090 GN=Aga PE=1 SV=1	AGA	20.2175518083879	19.8974737571494	20.3244421728568	20.3174628440459
Q8K2K6	>sp|Q8K2K6|AGFG1_MOUSE Arf-GAP domain and FG repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Agfg1 PE=1 SV=2	AGFG1		16.2071768062594	15.5113852650952	15.681717296862
F8VPN4	>tr|F8VPN4|F8VPN4_MOUSE Glycogen debranching enzyme OS=Mus musculus OX=10090 GN=Agl PE=1 SV=1	AGL	19.4800083416587	20.4979128388894	19.1826045870201	19.2222829289862
Q8CJG0	>sp|Q8CJG0|AGO2_MOUSE Protein argonaute-2 OS=Mus musculus OX=10090 GN=Ago2 PE=1 SV=3	AGO2	20.0236216807802	19.753183909529	19.5626222512593	19.014492094241
H3BKN2	>tr|H3BKN2|H3BKN2_MOUSE Isoform of Q8C0I1, Alkylglycerone-phosphate synthase OS=Mus musculus OX=10090 GN=Agps PE=1 SV=1	AGPS		20.1762039933338		19.603811803994
A2ASQ1	>sp|A2ASQ1|AGRIN_MOUSE Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1	AGRN		16.9980846496799	15.4173052477974	
Q8CJF7	>sp|Q8CJF7|ELYS_MOUSE Protein ELYS OS=Mus musculus OX=10090 GN=Ahctf1 PE=1 SV=1	AHCTF1	18.9402832877408	19.1073047531557	18.3722501813912	18.5637190452984
P50247	>sp|P50247|SAHH_MOUSE Adenosylhomocysteinase OS=Mus musculus OX=10090 GN=Ahcy PE=1 SV=3	AHCY	21.229894355122	21.582958560243	21.1708944105407	21.2462739936195
Q6PAL7	>sp|Q6PAL7|AHDC1_MOUSE Transcription factor Gibbin OS=Mus musculus OX=10090 GN=Ahdc1 PE=1 SV=1	AHDC1	17.3409935811233	17.8311684380332	18.0136200382703	18.0950001228921
E9Q616	>tr|E9Q616|E9Q616_MOUSE AHNAK nucleoprotein OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1	AHNAK	20.3949726199409	20.6655206870507	21.0553217249631	20.9134509445488
A0A7N9VR94	>tr|A0A7N9VR94|A0A7N9VR94_MOUSE AHNAK nucleoprotein 2 OS=Mus musculus OX=10090 GN=Ahnak2 PE=1 SV=1	AHNAK2	19.933544620425	19.3825262656907	18.9882609557989	19.0393424705235
Q8BK64	>sp|Q8BK64|AHSA1_MOUSE Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus OX=10090 GN=Ahsa1 PE=1 SV=2	AHSA1	19.1125283289497	19.6593249332693	19.3870103317336	19.447018598669
Q8C4Q6	>sp|Q8C4Q6|AIDA_MOUSE Axin interactor, dorsalization-associated protein OS=Mus musculus OX=10090 GN=Aida PE=1 SV=1	AIDA	17.5333881682673	18.2718136143827	15.6706282169384	16.5291530232137
Q9Z0X1	>sp|Q9Z0X1|AIFM1_MOUSE Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1	AIFM1	19.9463725221552	20.00881404593	20.5027911495938	20.7092291086235
P31230	>sp|P31230|AIMP1_MOUSE Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus OX=10090 GN=Aimp1 PE=1 SV=2	AIMP1	21.6603704841256	21.0768283489724	20.901059778011	21.0634851174891
Q8R010	>sp|Q8R010|AIMP2_MOUSE Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus OX=10090 GN=Aimp2 PE=1 SV=2	AIMP2	18.7163166381947	19.2738053649822	18.9419946483113	19.273855071206
O08915	>sp|O08915|AIP_MOUSE AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1	AIP	19.3742467974374	18.9896282981916	19.7373972337293	19.4599455443769
Q91XC0	>sp|Q91XC0|AJUBA_MOUSE LIM domain-containing protein ajuba OS=Mus musculus OX=10090 GN=Ajuba PE=1 SV=1	AJUBA	18.6816268698978	18.5720727866046	18.4400675247446	18.3074015664277
Q9R0Y5	>sp|Q9R0Y5|KAD1_MOUSE Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1	AK1	21.3159230133273	21.5114834808098	21.5759346453696	21.5866634000901
F7BP55	>tr|F7BP55|F7BP55_MOUSE Isoform of Q9WTP6, Adenylate kinase 2 (Fragment) OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=1	AK2		18.3784235362195	17.9779010707511	18.4510225980025
Q9WTP6	>sp|Q9WTP6|KAD2_MOUSE Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5	AK2	19.500311687378	20.1416339929574	20.3757857959619	20.2386717523994
