protein_id	fasta_headers	gene_symbols_or_id	FS1-L	FS2-L	FS1-S	FS2-S	FW1-L	FW2-L	FW1-S	FW2-S	MS1-L	MS2-L	MS1-S	MS2-S	MS1d4-Exo	MS2d4-Exo	MS1d4-L	MS2d4-L	MS1d4-S	MS2d4-S	MW1-L	MW2-L	MW1-S	MW2-S	MW1d4-Exo	MW2d4-Exo	MW1d4-L	MW2d4-L	MW1d4-S	MW2d4-S
P41233	>sp|P41233|ABCA1_MOUSE Phospholipid-transporting ATPase ABCA1 OS=Mus musculus OX=10090 GN=Abca1 PE=1 SV=4	ABCA1							17.1163541153053	17.3188605178501			18.6195931218646																	
Q8K449	>sp|Q8K449|ABCA9_MOUSE ATP-binding cassette sub-family A member 9 OS=Mus musculus OX=10090 GN=Abca9 PE=1 SV=2	ABCA9	16.7020373722373	15.8967415573267							17.1087796664277						17.3653057535665	17.7219736322984			16.9819239873173	16.6021928472582					17.4255355559903	16.9007842769747		
Q9JI39	>sp|Q9JI39|ABCBA_MOUSE ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus OX=10090 GN=Abcb10 PE=1 SV=1	ABCB10	18.1721736818262	19.0612898392704			20.085295586317	20.8082425285377			20.6490434118359	20.4052353331537					19.6550494031189	20.7529138964906			20.7040811093604	20.2588831095144					18.5966930607769	19.4233488432862		
Q9DC29	>sp|Q9DC29|ABCB6_MOUSE ATP-binding cassette sub-family B member 6 OS=Mus musculus OX=10090 GN=Abcb6 PE=1 SV=1	ABCB6			25.6588192401707				26.9987447546535		15.761021343619	16.6166493465012	27.0627876199921						26.040272829062	26.4743404489869		16.1764731598252							25.7693983080147	26.1059829779461
Q9CXJ4	>sp|Q9CXJ4|MITOS_MOUSE Mitochondrial potassium channel ATP-binding subunit OS=Mus musculus OX=10090 GN=Abcb8 PE=1 SV=1	ABCB8					16.3461756522734	16.2812471526628				15.2209769378441						17.2588846327772			15.6547429349998	15.6674756557033								
Q9JJ59	>sp|Q9JJ59|ABCB9_MOUSE ABC-type oligopeptide transporter ABCB9 OS=Mus musculus OX=10090 GN=Abcb9 PE=1 SV=1	ABCB9	18.4275051841036	17.9276390922982			17.8107159673124				17.081441827692	16.6245670186749					18.4865050993051	18.3692948788577			17.5275380944961	17.3721253669096					18.992210898762	18.0790940982495		
O35379	>sp|O35379|MRP1_MOUSE Multidrug resistance-associated protein 1 OS=Mus musculus OX=10090 GN=Abcc1 PE=1 SV=1	ABCC1									17.7883551156123	17.7907239375886									17.9404569876663									
P61222	>sp|P61222|ABCE1_MOUSE ATP-binding cassette sub-family E member 1 OS=Mus musculus OX=10090 GN=Abce1 PE=1 SV=1	ABCE1	20.0004823959766	19.9538728399514	18.9379462300085	18.2805992952219	20.3257922359069	20.4496149452402	19.0013496844406	18.5261515932438	20.3805747606304	20.0896030234327	18.2832254418143	17.9037298102525		17.4320213053653	20.4574009555489	20.5070443547539		17.1428254923469	20.2221255011397	19.9820770262954	17.8868663563883				20.0505858285089	19.8605345210339	17.066102801061	18.0435253186281
Q6P542	>sp|Q6P542|ABCF1_MOUSE ATP-binding cassette sub-family F member 1 OS=Mus musculus OX=10090 GN=Abcf1 PE=1 SV=1	ABCF1	18.7513390652419	19.8895085074041	16.1897003902931		21.348733172442	21.4778255851165		20.0227774176406	20.8413987178787	20.7429003073622			18.3574678244319	17.5327719179762	19.2222244191188	21.2782424442099			21.0180915440824	20.5627279907039	18.4594868369903		17.6920054791053	19.8373986960416	18.9544765290295	19.343694458189	16.7426175399857	
Q99LE6	>sp|Q99LE6|ABCF2_MOUSE ATP-binding cassette sub-family F member 2 OS=Mus musculus OX=10090 GN=Abcf2 PE=1 SV=1	ABCF2	18.3124615002263	19.8547299672169			21.6034091345791	21.6898279195665	16.7343873093017	17.1122844464275	21.0646622743294	20.8888620151102	17.3996221521642		16.0804417015528	17.5551035807008	19.4357403816838	21.7874688154938	18.2303988146451	18.5416414303321	20.9968690933841	20.6259223988358			16.9912003343277		19.130952711325	19.1251631390869	18.0371912665686	18.664330288118
Q7TMS5	>sp|Q7TMS5|ABCG2_MOUSE Broad substrate specificity ATP-binding cassette transporter ABCG2 OS=Mus musculus OX=10090 GN=Abcg2 PE=1 SV=1	ABCG2									18.7877814287153										18.5675699269963									
Q8K4F5	>sp|Q8K4F5|ABHDB_MOUSE sn-1-specific diacylglycerol lipase ABHD11 OS=Mus musculus OX=10090 GN=Abhd11 PE=1 SV=1	ABHD11						19.8014889197291			18.7773612784842	19.3734132086412						20.9335725230056			19.5612674318481	19.4526213169485								
Q99LR1	>sp|Q99LR1|ABD12_MOUSE Lysophosphatidylserine lipase ABHD12 OS=Mus musculus OX=10090 GN=Abhd12 PE=1 SV=2	ABHD12					16.9069821864755	16.6289474485204			16.9129483055877	16.8722672445736						17.9420059842392			17.5971684099129	17.3696998011494						16.05194700521		
Q8VCR7	>sp|Q8VCR7|ABHEB_MOUSE Putative protein-lysine deacylase ABHD14B OS=Mus musculus OX=10090 GN=Abhd14b PE=1 SV=1	ABHD14B			18.7747993214715	17.7706206059488	17.4769484501189	17.6001450793197	19.983386282699	18.6186095951763	18.5725413206909	18.8624830556474	16.8002401180388			16.8834817183586		18.4533612625118	18.5119068724603	18.9380576050723	18.5484868005684	18.4943856946376	16.7208144276255		15.5375537796638			17.1239806641543	18.4513837616395	18.2950783846418
Q9Z1Q2	>sp|Q9Z1Q2|ABHGA_MOUSE Phosphatidylserine lipase ABHD16A OS=Mus musculus OX=10090 GN=Abhd16a PE=1 SV=3	ABHD16A					19.2843631164139	19.5289494049204			19.4876231094499	19.497721689681						19.6055144658373			19.437404382473	18.8663916091424						16.722264589094		
Q8VD66	>sp|Q8VD66|ABHD4_MOUSE (Lyso)-N-acylphosphatidylethanolamine lipase OS=Mus musculus OX=10090 GN=Abhd4 PE=1 SV=1	ABHD4	15.5887820550195	17.4951437732218			18.5519900770739	18.4999184394665			19.4790474296382	19.4250156584502					17.0076312830125	19.0412675968247			19.3903579044107	18.9728882413187						17.1088622909976		
Q8CBW3	>sp|Q8CBW3|ABI1_MOUSE Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=3	ABI1	19.5089944407471	21.1516954489094	18.6943539317957	19.012626989266	21.1256121902094	22.354122558088	19.147140832505	16.9637488380757	21.4618761705495	21.4963157566026	17.0776609338127		17.9088651689875	19.0090232861709	20.1162586504733	21.3623732917419	16.3733177521432	16.1835473153395	21.6124417601259	21.5447695101313	17.7118913283457		18.8385561591215	17.0747532024403	20.3488057179523	20.3497541817793	16.5785688711414	16.2637152108027
P62484	>sp|P62484|ABI2_MOUSE Abl interactor 2 OS=Mus musculus OX=10090 GN=Abi2 PE=1 SV=1	ABI2	17.6387361514025	18.8144234345907			19.6389265265971	19.6820839771159			18.9115532190611	18.9570669119577				15.9172348177335	19.2664668449804	20.0116718932549			19.265799741314	19.2334666284665					18.3651919472778	18.6056590704807		
A0A338P6S8;A0A338P6W9;E9Q8E3;Q59IW5;Q59IW6;Q59IW7;Q59IW9	>tr|A0A338P6S8|A0A338P6S8_MOUSE ABI family member 3 binding protein OS=Mus musculus OX=10090 GN=Abi3bp PE=1 SV=1;>tr|A0A338P6W9|A0A338P6W9_MOUSE Isoform of A0A338P6S8, ABI family member 3 binding protein OS=Mus musculus OX=10090 GN=Abi3bp PE=1 SV=1;>tr|E9Q8E3|E9Q8E3_MOUSE Isoform of A0A338P6S8, ABI family member 3 binding protein OS=Mus musculus OX=10090 GN=Abi3bp PE=1 SV=1;>tr|Q59IW5|Q59IW5_MOUSE Isoform of A0A338P6S8, ABI family member 3 binding protein OS=Mus musculus OX=10090 GN=Abi3bp PE=1 SV=1;>tr|Q59IW6|Q59IW6_MOUSE Isoform of A0A338P6S8, ABI family member 3 binding protein OS=Mus musculus OX=10090 GN=Abi3bp PE=1 SV=1;>tr|Q59IW7|Q59IW7_MOUSE Isoform of A0A338P6S8, ABI family member 3 binding protein OS=Mus musculus OX=10090 GN=Abi3bp PE=1 SV=1;>tr|Q59IW9|Q59IW9_MOUSE Isoform of A0A338P6S8, ABI family member 3 binding protein OS=Mus musculus OX=10090 GN=Abi3bp PE=1 SV=1	ABI3BP				17.4075534609168				18.0235485270227					18.830059246923	18.8170794771498		17.1778454169959	19.9545937177259	19.395503040894					18.062500838783	17.7979631571055			19.091115544477	19.7945426931023
Q80ZQ9	>sp|Q80ZQ9|ABITM_MOUSE Protein Abitram OS=Mus musculus OX=10090 GN=Abitram PE=1 SV=2	ABITRAM					19.9450661312568	20.0959944001739		17.7072704437509	19.6825388611329	19.9289158434894						19.2980347155904			19.9710582585885	19.4931523777022								17.9885910544806
Q4JIM5	>sp|Q4JIM5|ABL2_MOUSE Tyrosine-protein kinase ABL2 OS=Mus musculus OX=10090 GN=Abl2 PE=1 SV=1	ABL2	17.3554999164492	18.5660476225317			19.4553016161975	19.9298155385645			18.3245241162185	18.1674834991231					18.135688317023	19.6045658461092			18.7436641910412	18.4233426836752					18.3588713488219	17.9397655401037		
Q8K4G5	>sp|Q8K4G5|ABLM1_MOUSE Actin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Ablim1 PE=1 SV=1	ABLIM1	17.1748983614526	18.2045684146063			20.0538638030199	20.19945064662			17.5717893906372	17.4117727689272					18.3447788094392	20.3615388499824			17.8953759833094	17.4210499722455						17.9503979010226		
A0A0J9YUE1	>tr|A0A0J9YUE1|A0A0J9YUE1_MOUSE Isoform of Q8BL65, Actin-binding LIM protein 2 OS=Mus musculus OX=10090 GN=Ablim2 PE=4 SV=1	ABLIM2		19.5023073833249			20.9098008151666	21.29534519889			19.2369601456548	19.0767242777429					19.8869766068433	21.9923457651402			19.5377416587954	19.6507204607767					19.4441858536943			
Q8BL65	>sp|Q8BL65|ABLM2_MOUSE Actin-binding LIM protein 2 OS=Mus musculus OX=10090 GN=Ablim2 PE=1 SV=1	ABLIM2						18.1978261997688									16.7503929586436	19.7316422089023												
Q69ZX8	>sp|Q69ZX8|ABLM3_MOUSE Actin-binding LIM protein 3 OS=Mus musculus OX=10090 GN=Ablim3 PE=1 SV=2	ABLIM3	18.3865906672239	19.5402434259232			20.0981201673596	20.5198250976721			15.4812655282992						19.6177123831979	20.7949212414005			15.9121606831305	16.9032716283615					18.6067882069831	18.8030655599337		
A0A571BG95	>tr|A0A571BG95|A0A571BG95_MOUSE Isoform of Q5SSL4, Active breakpoint cluster region-related protein OS=Mus musculus OX=10090 GN=Abr PE=1 SV=1	ABR	18.398893964845	18.9460895484548			18.8430898935497	18.9451208719307			18.1753692414723	18.5667898890303									18.7396751457547	18.5726299194409					18.4575612367441	18.0562302062811		
Q8BUZ1	>sp|Q8BUZ1|ABRA_MOUSE Actin-binding Rho-activating protein OS=Mus musculus OX=10090 GN=Abra PE=1 SV=1	ABRA		17.9625402117363			18.7356683995554	19.1119354284647									17.6924452340189	19.6011323892401	17.0149249232701									16.936154812903		16.8772961175829
Q4KML4	>sp|Q4KML4|ABRAL_MOUSE Costars family protein ABRACL OS=Mus musculus OX=10090 GN=Abracl PE=1 SV=1	ABRACL	18.2307097583262	18.5233316555431	22.3806660977196	21.0038164557242	21.2018881530066	21.6791894298222	23.77447451034	21.6356987789067	21.636504212937	21.7340013824464	21.6885376140386	19.7673429544033			19.0459915960917	21.3102591453958	21.97196964797	22.1811120786923	21.283780442364	21.5012623834678	21.5503863475128				18.4625623219468	18.1328872521668	22.0268243417485	22.4585835304585
Q3TCJ1	>sp|Q3TCJ1|ABRX2_MOUSE BRISC complex subunit Abraxas 2 OS=Mus musculus OX=10090 GN=Abraxas2 PE=1 SV=1	ABRAXAS2	21.1338272676117	21.3326985210065			21.8713074506286	21.9670958196164		17.8035009157299	20.7201066840561	20.6695477881295		17.2947523874315		19.1255266369298	21.4450706048614	22.3852545439973	18.851336900946		21.0907975395215	20.7798397942181					21.716691719679	21.3704115784128	18.8566802220203	19.4501835789529
Q9QYL7	>sp|Q9QYL7|ABT1_MOUSE Activator of basal transcription 1 OS=Mus musculus OX=10090 GN=Abt1 PE=2 SV=1	ABT1					17.9782645436113	18.5786705445978			17.9846969961553	18.2780029633629						17.9541639254748			17.9613589995276	18.0581051631916								
Q921H8	>sp|Q921H8|THIKA_MOUSE 3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1a PE=1 SV=1	ACAA1A	18.9469268674865	20.1397531828245			21.8799924549739	21.9406547926101		17.0379044354939	21.1458192576428	21.1094379079709				16.6737055516936	20.2868678544812	22.3307052944402			21.3080097462887	21.1540947735346			17.4301698753345		19.8081531335507	19.782733783897		18.7639329392601
Q8BWT1	>sp|Q8BWT1|THIM_MOUSE 3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus OX=10090 GN=Acaa2 PE=1 SV=3	ACAA2	19.3429405726239	21.3444895286291	18.0756235133152		22.4845191111028	22.6439750939473	19.3686956154456	16.9198591341058	21.833138733323	21.7960043190164	17.9658187921515	19.1742475490615			21.3614128872202	23.5733860724334	16.2959035032499	16.7988679181854	21.9888990620215	21.8531263934213	16.1797664379028	17.176341344349		19.776534405649	20.5491891380008	21.4619977820102	19.1385463970097	17.522257564379
Q5SWU9	>sp|Q5SWU9|ACACA_MOUSE Acetyl-CoA carboxylase 1 OS=Mus musculus OX=10090 GN=Acaca PE=1 SV=1	ACACA	16.478142024952	18.3371652156781			18.9654279590058	19.111957010366			19.0686281301618	18.7491965443307				16.9102367495224	18.0244264290771	19.0003177538593			19.1881691767528	18.4563882018972					17.4096393949094	17.7795868203848		
E9Q4Z2	>sp|E9Q4Z2|ACACB_MOUSE Acetyl-CoA carboxylase 2 OS=Mus musculus OX=10090 GN=Acacb PE=1 SV=1	ACACB													18.3974030660357	18.2841056457113									19.0726507806972	19.2292905887381				
Q80XL6	>sp|Q80XL6|ACD11_MOUSE Acyl-CoA dehydrogenase family member 11 OS=Mus musculus OX=10090 GN=Acad11 PE=1 SV=2	ACAD11					20.766287874229	21.1984390461979			20.749412818511	20.4752228188134						20.7396817374818			20.8127006438933	20.4978869124221								
Q9D7B6	>sp|Q9D7B6|ACAD8_MOUSE Isobutyryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acad8 PE=1 SV=2	ACAD8	17.7085910894617	19.1431843688222			20.4794894340705	20.5790666849825			20.219820062347	20.1446980084949					19.3780490220011	21.1081276993188			20.2353655936179	20.0570723632923					18.7891139549282	19.2197390057		
Q8JZN5	>sp|Q8JZN5|ACAD9_MOUSE Complex I assembly factor ACAD9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2	ACAD9	18.0860078338774	18.7041100530821			20.2717998020307	20.5509326622354			19.9042677033972	19.8631551880674					18.7247511100393	20.5044238213947			20.1385769327075	19.8766731051195					18.4140218076093	19.2153528237474		
