protein_id	fasta_headers	gene_symbols_or_id	FS1-S	FS2-S	FW1-S	FW2-S
Q9JIX8	>sp|Q9JIX8|ACINU_MOUSE Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus OX=10090 GN=Acin1 PE=1 SV=3	ACIN1	17.4367585017011	18.488641907727	17.7092572704243	18.9067153000063
Q3V117	>tr|Q3V117|Q3V117_MOUSE Isoform of Q91V92, ATP-citrate synthase OS=Mus musculus OX=10090 GN=Acly PE=1 SV=1	ACLY	19.4598955623474	18.9322669437942	19.8533584951243	18.8529871400445
P28271	>sp|P28271|ACOHC_MOUSE Cytoplasmic aconitate hydratase OS=Mus musculus OX=10090 GN=Aco1 PE=1 SV=3	ACO1	18.3708747392043	17.9027208980911	19.236893711879	17.2444219286483
Q99KI0	>sp|Q99KI0|ACON_MOUSE Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1	ACO2	18.338805703983	17.3798841487455	17.5157786062315	17.7363681710599
Q9QYR9	>sp|Q9QYR9|ACOT2_MOUSE Acyl-coenzyme A thioesterase 2, mitochondrial OS=Mus musculus OX=10090 GN=Acot2 PE=1 SV=2	ACOT2	19.7614187829821	19.2284594389903	21.1981934776612	19.9939616065516
Q91V12	>sp|Q91V12|BACH_MOUSE Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus OX=10090 GN=Acot7 PE=1 SV=2	ACOT7	19.3928522248277	19.0701615871305	19.623893030258	19.2378435573574
Q9R0X4	>sp|Q9R0X4|ACOT9_MOUSE Acyl-coenzyme A thioesterase 9, mitochondrial OS=Mus musculus OX=10090 GN=Acot9 PE=1 SV=1	ACOT9	17.3960835597739		17.634877744503	16.972128685429
Q9D358	>sp|Q9D358|PPAC_MOUSE Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus OX=10090 GN=Acp1 PE=1 SV=3	ACP1	18.2712515035709	18.7642529219978	18.2500348349949	19.5965460836567
Q8BP40	>sp|Q8BP40|PPA6_MOUSE Lysophosphatidic acid phosphatase type 6 OS=Mus musculus OX=10090 GN=Acp6 PE=1 SV=1	ACP6	18.7283697160678	17.6156351647385	19.2817119655166	17.7580916109985
Q3V140	>sp|Q3V140|ACRBP_MOUSE Acrosin-binding protein OS=Mus musculus OX=10090 GN=Acrbp PE=1 SV=1	ACRBP	18.2511610233455	18.7538312774762	18.5349670323086	
P68134	>sp|P68134|ACTS_MOUSE Actin, alpha skeletal muscle OS=Mus musculus OX=10090 GN=Acta1 PE=1 SV=1	ACTA1	22.3736956775978	22.4471856363368	22.1631453472712	22.0360577211384
E9Q5F4	>tr|E9Q5F4|E9Q5F4_MOUSE Isoform of P60710, Actin, beta (Fragment) OS=Mus musculus OX=10090 GN=Actb PE=1 SV=1	ACTB	17.6673511436311			17.9821978225961
Q8BFZ3	>sp|Q8BFZ3|ACTBL_MOUSE Beta-actin-like protein 2 OS=Mus musculus OX=10090 GN=Actbl2 PE=1 SV=1	ACTBL2	22.7915792153982	22.4630655072632	22.2513881818249	21.7034454382597
P63260	>sp|P63260|ACTG_MOUSE Actin, cytoplasmic 2 OS=Mus musculus OX=10090 GN=Actg1 PE=1 SV=1	ACTG1	21.4720580912958	20.5667173808819	21.6118763214104	20.9857737181555
P63268	>sp|P63268|ACTH_MOUSE Actin, gamma-enteric smooth muscle OS=Mus musculus OX=10090 GN=Actg2 PE=1 SV=1	ACTG2	21.9648667735768	20.5213363958958	19.6274260999716	20.6272161318875
Q9Z2N8	>sp|Q9Z2N8|ACL6A_MOUSE Actin-like protein 6A OS=Mus musculus OX=10090 GN=Actl6a PE=1 SV=2	ACTL6A	18.9519809180819		19.3341405346234	18.3284973647814
Q7TPR4	>sp|Q7TPR4|ACTN1_MOUSE Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1	ACTN1	21.7151623011381	21.1297868393736	21.5529621115478	20.5103397453245
Q9JI91	>sp|Q9JI91|ACTN2_MOUSE Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2	ACTN2	17.6716790686301	17.6754840703716	20.1459047780421	17.6425976714696
O88990	>sp|O88990|ACTN3_MOUSE Alpha-actinin-3 OS=Mus musculus OX=10090 GN=Actn3 PE=1 SV=1	ACTN3	19.3867020200266	18.8819344482287	20.7819349962345	18.996023621806
P57780	>sp|P57780|ACTN4_MOUSE Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1	ACTN4	21.9209243813858	21.3689606649196	21.6267109545679	20.7563145619773
Q9QZB7	>sp|Q9QZB7|ARP10_MOUSE Actin-related protein 10 OS=Mus musculus OX=10090 GN=Actr10 PE=1 SV=2	ACTR10	17.3628494647264	17.2481388879564	16.5259581437771	17.4923862341213
P61164	>sp|P61164|ACTZ_MOUSE Alpha-centractin OS=Mus musculus OX=10090 GN=Actr1a PE=1 SV=1	ACTR1A	20.3825783357908	19.9717947075071	19.8662041243539	19.2558494524428
P61161	>sp|P61161|ARP2_MOUSE Actin-related protein 2 OS=Mus musculus OX=10090 GN=Actr2 PE=1 SV=1	ACTR2	21.3474308881744	20.3071855274062	19.7313403351759	19.4276957308191
Q99JY9	>sp|Q99JY9|ARP3_MOUSE Actin-related protein 3 OS=Mus musculus OX=10090 GN=Actr3 PE=1 SV=3	ACTR3	20.4722456740887	19.7528367386513	20.2926677193957	19.4430726588387
Q99JW2	>sp|Q99JW2|ACY1_MOUSE Aminoacylase-1 OS=Mus musculus OX=10090 GN=Acy1 PE=1 SV=1	ACY1	20.1324359216611	19.3211700086033	19.8392444713491	18.0524776408168
P56376	>sp|P56376|ACYP1_MOUSE Acylphosphatase-1 OS=Mus musculus OX=10090 GN=Acyp1 PE=1 SV=2	ACYP1	18.8213166084004	18.5373093598541	19.4477020647981	19.4897045949613
P56375	>sp|P56375|ACYP2_MOUSE Acylphosphatase-2 OS=Mus musculus OX=10090 GN=Acyp2 PE=1 SV=2	ACYP2	18.5313449991023	19.6877944215153	18.794906477902	19.1456991991548
P03958	>sp|P03958|ADA_MOUSE Adenosine deaminase OS=Mus musculus OX=10090 GN=Ada PE=1 SV=3	ADA	19.0140004802206	18.721534007882	18.8481610528904	18.7016628929981
D3YUK3;D3Z117	>tr|D3YUK3|D3YUK3_MOUSE Isoform of Q61824, ADAM metallopeptidase domain 12 (Fragment) OS=Mus musculus OX=10090 GN=Adam12 PE=1 SV=1;>tr|D3Z117|D3Z117_MOUSE Isoform of Q61824, ADAM metallopeptidase domain 12 (Fragment) OS=Mus musculus OX=10090 GN=Adam12 PE=1 SV=1	ADAM12	19.9575815726042	19.1219985892979	20.3872118462256	20.2379635499673
O88839	>sp|O88839|ADA15_MOUSE Disintegrin and metalloproteinase domain-containing protein 15 OS=Mus musculus OX=10090 GN=Adam15 PE=1 SV=2	ADAM15	17.6145889175934	17.8072575829629	17.9289990579527	18.8574177123043
O35674	>sp|O35674|ADA19_MOUSE Disintegrin and metalloproteinase domain-containing protein 19 OS=Mus musculus OX=10090 GN=Adam19 PE=2 SV=2	ADAM19	19.5345371873869	20.3622848318473	18.2685542983433	19.9360623856341
Q9R1V7	>sp|Q9R1V7|ADA23_MOUSE Disintegrin and metalloproteinase domain-containing protein 23 OS=Mus musculus OX=10090 GN=Adam23 PE=1 SV=1	ADAM23	18.0191615100854	18.6030887130967	18.3136881781624	19.4576416213167
Q61072	>sp|Q61072|ADAM9_MOUSE Disintegrin and metalloproteinase domain-containing protein 9 OS=Mus musculus OX=10090 GN=Adam9 PE=1 SV=2	ADAM9		17.3182511066358		18.2579107251214
P97857	>sp|P97857|ATS1_MOUSE A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Mus musculus OX=10090 GN=Adamts1 PE=1 SV=4	ADAMTS1	20.0402988890729	20.74740097699	20.2771746201483	20.7713640390287
Q811B3	>sp|Q811B3|ATS12_MOUSE A disintegrin and metalloproteinase with thrombospondin motifs 12 OS=Mus musculus OX=10090 GN=Adamts12 PE=2 SV=2	ADAMTS12	17.8210534323544	17.6555541443424	17.4369644958818	18.03889981559
Q8C9W3	>sp|Q8C9W3|ATS2_MOUSE A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Mus musculus OX=10090 GN=Adamts2 PE=1 SV=2	ADAMTS2		17.8219139091962	17.2431401568989	17.6890216175591
Q8BNJ2	>sp|Q8BNJ2|ATS4_MOUSE A disintegrin and metalloproteinase with thrombospondin motifs 4 OS=Mus musculus OX=10090 GN=Adamts4 PE=2 SV=2	ADAMTS4	17.0964153461199	17.2719190204725	15.7804487290843	17.5551341773781
Q9R001	>sp|Q9R001|ATS5_MOUSE A disintegrin and metalloproteinase with thrombospondin motifs 5 OS=Mus musculus OX=10090 GN=Adamts5 PE=2 SV=2	ADAMTS5	17.5696642893304	18.5508694998543	17.2041387531672	19.5617321868584
E9PUN6	>tr|E9PUN6|E9PUN6_MOUSE ADAM metallopeptidase with thrombospondin type 1 motif 9 OS=Mus musculus OX=10090 GN=Adamts9 PE=4 SV=1	ADAMTS9		17.4292620672686		16.9762039593112
E9PWW5	>tr|E9PWW5|E9PWW5_MOUSE Isoform of Q8BLI0, ADAMTS-like 1 OS=Mus musculus OX=10090 GN=Adamtsl1 PE=1 SV=1	ADAMTSL1		17.4550344622166		18.466407327511
Q9QYC0	>sp|Q9QYC0|ADDA_MOUSE Alpha-adducin OS=Mus musculus OX=10090 GN=Add1 PE=1 SV=2	ADD1		17.9278604765259		17.9487262197403
Q8CJ12	>sp|Q8CJ12|AGRG2_MOUSE Adhesion G-protein coupled receptor G2 OS=Mus musculus OX=10090 GN=Adgrg2 PE=1 SV=1	ADGRG2	15.5596892328852		16.1139462018957	15.9016070973094
Q8JZZ7	>sp|Q8JZZ7|AGRL2_MOUSE Adhesion G protein-coupled receptor L2 OS=Mus musculus OX=10090 GN=Adgrl2 PE=1 SV=3	ADGRL2		17.2138492576395	18.5131948639374	17.478071287599
P28474	>sp|P28474|ADHX_MOUSE Alcohol dehydrogenase class-3 OS=Mus musculus OX=10090 GN=Adh5 PE=1 SV=3	ADH5	18.207850654446	18.1455703921326	18.0712742940248	17.8387045651392
Q99JT9	>sp|Q99JT9|MTND_MOUSE Acireductone dioxygenase OS=Mus musculus OX=10090 GN=Adi1 PE=1 SV=1	ADI1	19.4645821533482	18.9123761061186	19.83669045992	19.234952949984
Q60994	>sp|Q60994|ADIPO_MOUSE Adiponectin OS=Mus musculus OX=10090 GN=Adipoq PE=1 SV=2	ADIPOQ	16.271629510055	17.3452329580384	18.9755200807008	17.8747228052326
Q9D1K7	>sp|Q9D1K7|ADSSP_MOUSE Adipose-secreted signaling protein OS=Mus musculus OX=10090 GN=Adissp PE=1 SV=3	ADISSP	17.7293029555681	17.3502538998294	18.4064192889823	17.10675955615
P55264	>sp|P55264|ADK_MOUSE Adenosine kinase OS=Mus musculus OX=10090 GN=Adk PE=1 SV=2	ADK	19.2486289456789	18.675960560879	16.7033861072887	17.5744123139101
Q6PDY2	>sp|Q6PDY2|AEDO_MOUSE 2-aminoethanethiol dioxygenase OS=Mus musculus OX=10090 GN=Ado PE=1 SV=2	ADO	18.3599799164818	17.0270868280214	18.0400784471563	18.0583118602845
P54923	>sp|P54923|ADPRH_MOUSE ADP-ribosylhydrolase ARH1 OS=Mus musculus OX=10090 GN=Adprh PE=1 SV=1	ADPRH	19.7099558980123	19.0133000526015	20.5208638450571	19.1674244022636
Q8CG72	>sp|Q8CG72|ADPRS_MOUSE ADP-ribosylhydrolase ARH3 OS=Mus musculus OX=10090 GN=Adprs PE=1 SV=1	ADPRS	18.8660706614592	18.0934611847566	18.9459872331664	18.3974504201042
Q9JKV1	>sp|Q9JKV1|ADRM1_MOUSE Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus OX=10090 GN=Adrm1 PE=1 SV=2	ADRM1	15.0265979911823	17.2481346063769	16.4358956151162	17.5469189104257
P54822	>sp|P54822|PUR8_MOUSE Adenylosuccinate lyase OS=Mus musculus OX=10090 GN=Adsl PE=1 SV=2	ADSL	15.8737002616441		17.7170954702866	16.9536864010136
P46664	>sp|P46664|PURA2_MOUSE Adenylosuccinate synthetase isozyme 2 OS=Mus musculus OX=10090 GN=Adss2 PE=1 SV=2	ADSS2	20.8324763592177	20.3061480117317	21.0778557027599	19.6986823923287
Q640N1	>sp|Q640N1|AEBP1_MOUSE Adipocyte enhancer-binding protein 1 OS=Mus musculus OX=10090 GN=Aebp1 PE=1 SV=1	AEBP1	17.4227047128657	17.9517594613061	18.0537117447022	18.7363308571033
Q3UMC0	>sp|Q3UMC0|AFG2A_MOUSE ATPase family gene 2 protein homolog A OS=Mus musculus OX=10090 GN=Afg2a PE=1 SV=2	AFG2A	20.8916639164525	21.5050633999619		21.2382453165347
O89020	>sp|O89020|AFAM_MOUSE Afamin OS=Mus musculus OX=10090 GN=Afm PE=1 SV=2	AFM	23.7451428716042		24.1340191185977	23.845471974342
Q64191	>sp|Q64191|ASPG_MOUSE N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Mus musculus OX=10090 GN=Aga PE=1 SV=1	AGA	19.451857788503	18.9291967838904	19.7325165843244	19.2183069543376
Q8CJG0	>sp|Q8CJG0|AGO2_MOUSE Protein argonaute-2 OS=Mus musculus OX=10090 GN=Ago2 PE=1 SV=3	AGO2	17.3726286854183	16.7568763746903	17.8692520156343	17.6301153611806
A2ASQ1	>sp|A2ASQ1|AGRIN_MOUSE Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1	AGRN	17.8083466573236	17.8624215538475	18.4501978283766	18.0754300124871
P50247	>sp|P50247|SAHH_MOUSE Adenosylhomocysteinase OS=Mus musculus OX=10090 GN=Ahcy PE=1 SV=3	AHCY	19.7627553203399	19.3963913740608	19.439538676714	19.4995178565018
E9Q616	>tr|E9Q616|E9Q616_MOUSE AHNAK nucleoprotein OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1	AHNAK	18.5500620784809	21.0078902318687	17.8763459280531	20.302840778949
A0A7N9VR94	>tr|A0A7N9VR94|A0A7N9VR94_MOUSE AHNAK nucleoprotein 2 OS=Mus musculus OX=10090 GN=Ahnak2 PE=1 SV=1	AHNAK2	18.6989623915034	19.8165485936007	17.1911311842397	17.8117845331365
Q8BK64	>sp|Q8BK64|AHSA1_MOUSE Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus OX=10090 GN=Ahsa1 PE=1 SV=2	AHSA1	19.5025490312658	19.1310945591141	19.6037194847397	18.7433310952856
A0A338P692	>tr|A0A338P692|A0A338P692_MOUSE Isoform of P29699, Alpha-2-HS-glycoprotein (Fragment) OS=Mus musculus OX=10090 GN=Ahsg PE=1 SV=1	AHSG	31.3180860732562	30.1061677599946	29.706777603129	29.8176735775688
Q9Z0X1	>sp|Q9Z0X1|AIFM1_MOUSE Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1	AIFM1	18.8273223546083	19.0706493927729	19.1910155542401	18.7951118285004
P31230	>sp|P31230|AIMP1_MOUSE Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus OX=10090 GN=Aimp1 PE=1 SV=2	AIMP1	18.1746317503575	19.3857098544095	18.6128649185749	19.7604229379396
Q9R0Y5	>sp|Q9R0Y5|KAD1_MOUSE Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1	AK1	19.570695468742	19.8933249691224	18.6295430672948	19.5231272014427
Q9WTP6	>sp|Q9WTP6|KAD2_MOUSE Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5	AK2	20.506168507607	20.1191203881667	20.7218318009196	20.5242653726055
Q9WTQ5	>sp|Q9WTQ5|AKA12_MOUSE A-kinase anchor protein 12 OS=Mus musculus OX=10090 GN=Akap12 PE=1 SV=1	AKAP12	19.1779575510203	19.5537026804851	18.6322984156483	19.0811165261455
Q9JII6	>sp|Q9JII6|AK1A1_MOUSE Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3	AKR1A1	21.3910324941889	21.0862214096125	21.7735377409578	20.7571043989676
P45376	>sp|P45376|ALDR_MOUSE Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3	AKR1B1	21.039530208353	20.7647977094859	21.8290910193013	20.4530948535541
P21300	>sp|P21300|ALD1_MOUSE Aldo-keto reductase family 1 member B7 OS=Mus musculus OX=10090 GN=Akr1b7 PE=1 SV=4	AKR1B7	19.3675705759869			18.4686529649047
P45377	>sp|P45377|ALD2_MOUSE Aldose reductase-related protein 2 OS=Mus musculus OX=10090 GN=Akr1b8 PE=1 SV=2	AKR1B8	19.5299148387092	19.1423205705125	20.086141729038	19.0602419753858
Q8CG76	>sp|Q8CG76|ARK72_MOUSE Aflatoxin B1 aldehyde reductase member 2 OS=Mus musculus OX=10090 GN=Akr7a2 PE=1 SV=3	AKR7A2	16.1016793745389		16.2975798253907	16.3494204971459
P10518	>sp|P10518|HEM2_MOUSE Delta-aminolevulinic acid dehydratase OS=Mus musculus OX=10090 GN=Alad PE=1 SV=1	ALAD	19.2330100020765	18.484047100439	20.4487659760823	18.3677699151975
P07724	>sp|P07724|ALBU_MOUSE Albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=3	ALB	25.9733697637017	24.9680513409329	25.3098340122917	25.5294716107556
Q9DBF1	>sp|Q9DBF1|AL7A1_MOUSE Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh7a1 PE=1 SV=4	ALDH7A1	19.3358857042051	18.5316377106514	19.0173584073997	18.153991728289
P05064	>sp|P05064|ALDOA_MOUSE Fructose-bisphosphate aldolase A OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=2	ALDOA	21.9548073100872	22.1694837225454	22.378316689733	22.2394534449697
Q91Y97	>sp|Q91Y97|ALDOB_MOUSE Fructose-bisphosphate aldolase B OS=Mus musculus OX=10090 GN=Aldob PE=1 SV=3	ALDOB	23.373966163861	22.601557664376	21.8864645419565	22.5276871672195
P05063	>sp|P05063|ALDOC_MOUSE Fructose-bisphosphate aldolase C OS=Mus musculus OX=10090 GN=Aldoc PE=1 SV=4	ALDOC	18.4558614550311	18.7380555373508	18.8632373432615	18.5528803613349
Q8K1E6	>sp|Q8K1E6|ALKB3_MOUSE Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 OS=Mus musculus OX=10090 GN=Alkbh3 PE=1 SV=1	ALKBH3	16.2455088909744		16.8458178537273	17.556146803741
O08583	>sp|O08583|THOC4_MOUSE THO complex subunit 4 OS=Mus musculus OX=10090 GN=Alyref PE=1 SV=3	ALYREF		18.7945861168502	20.4121753009949	20.8233207473443
O09174	>sp|O09174|AMACR_MOUSE Alpha-methylacyl-CoA racemase OS=Mus musculus OX=10090 GN=Amacr PE=1 SV=4	AMACR	18.4563668338477		19.5742024054815	17.1239424492897
Q07456	>sp|Q07456|AMBP_MOUSE Protein AMBP OS=Mus musculus OX=10090 GN=Ambp PE=1 SV=2	AMBP	21.0852649578382	20.0822025066843	20.720227246186	21.0871915070968
Q8JZV7	>sp|Q8JZV7|NAGA_MOUSE N-acetylglucosamine-6-phosphate deacetylase OS=Mus musculus OX=10090 GN=Amdhd2 PE=1 SV=1	AMDHD2	18.0202216810946	17.6784659287417	18.4554748658279	17.5247317543857
Q99JB7	>sp|Q99JB7|AMNLS_MOUSE Protein amnionless OS=Mus musculus OX=10090 GN=Amn PE=1 SV=1	AMN	17.2225545972538	18.6865925805314	18.1581885731202	17.0943911888223
Q9DBT5	>sp|Q9DBT5|AMPD2_MOUSE AMP deaminase 2 OS=Mus musculus OX=10090 GN=Ampd2 PE=1 SV=2	AMPD2	18.5235533972744	18.9294556404184	18.7093339482889	18.9058519079233
Q9R045	>sp|Q9R045|ANGL2_MOUSE Angiopoietin-related protein 2 OS=Mus musculus OX=10090 GN=Angptl2 PE=2 SV=2	ANGPTL2	18.0539538568325	16.758254524221	18.2711620586548	16.7909184194745
Q8C8R3	>sp|Q8C8R3|ANK2_MOUSE Ankyrin-2 OS=Mus musculus OX=10090 GN=Ank2 PE=1 SV=2	ANK2	17.654702225153	17.9202211039603	18.2414374487659	17.3581209647111
O35381	>sp|O35381|AN32A_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus OX=10090 GN=Anp32a PE=1 SV=1	ANP32A	21.6853745826337	21.9269494672959	20.1448913184481	21.2201970465545
Q9EST5	>sp|Q9EST5|AN32B_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Mus musculus OX=10090 GN=Anp32b PE=1 SV=1	ANP32B	20.7464424681117	20.3693344241794	20.392071289532	20.8101460925546
P97822	>sp|P97822|AN32E_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Mus musculus OX=10090 GN=Anp32e PE=1 SV=2	ANP32E	20.1510676651662	20.4101053132989	18.4681263924566	19.500385251346
P10107	>sp|P10107|ANXA1_MOUSE Annexin A1 OS=Mus musculus OX=10090 GN=Anxa1 PE=1 SV=2	ANXA1	17.0554218751636	17.263857140145	17.3317299426729	17.890147226838
P07356	>sp|P07356|ANXA2_MOUSE Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2	ANXA2	17.8909573879184	17.6634477128535	16.6639342147408	17.0333637566585
O35639	>sp|O35639|ANXA3_MOUSE Annexin A3 OS=Mus musculus OX=10090 GN=Anxa3 PE=1 SV=4	ANXA3	18.4360342283078	17.9128201676146	18.2022714976358	18.1579077306186
P48036	>sp|P48036|ANXA5_MOUSE Annexin A5 OS=Mus musculus OX=10090 GN=Anxa5 PE=1 SV=1	ANXA5		15.9068984673436	16.2368763430027	
F8WIT2	>tr|F8WIT2|F8WIT2_MOUSE Isoform of P14824, Annexin OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=1	ANXA6	17.7403367593691		17.683016758922	17.3884550030679
O70423	>sp|O70423|AOC3_MOUSE Amine oxidase [copper-containing] 3 OS=Mus musculus OX=10090 GN=Aoc3 PE=1 SV=3	AOC3	19.5792759245022		19.1403803253902	18.5004580058567
O35643	>sp|O35643|AP1B1_MOUSE AP-1 complex subunit beta-1 OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=2	AP1B1	18.9900825911938	19.6599778298485	19.0272153649314	18.6101894847054
P35585	>sp|P35585|AP1M1_MOUSE AP-1 complex subunit mu-1 OS=Mus musculus OX=10090 GN=Ap1m1 PE=1 SV=3	AP1M1	19.4591836624358	18.9645739030499	20.6156411702466	19.3620225682074
P61967	>sp|P61967|AP1S1_MOUSE AP-1 complex subunit sigma-1A OS=Mus musculus OX=10090 GN=Ap1s1 PE=1 SV=1	AP1S1	14.290742373307	14.7221916629318	13.4365511796073	14.7496267177817
P17426	>sp|P17426|AP2A1_MOUSE AP-2 complex subunit alpha-1 OS=Mus musculus OX=10090 GN=Ap2a1 PE=1 SV=1	AP2A1	20.0192241281662	19.5809658669922	19.987415946742	19.4103634190554
P17427	>sp|P17427|AP2A2_MOUSE AP-2 complex subunit alpha-2 OS=Mus musculus OX=10090 GN=Ap2a2 PE=1 SV=2	AP2A2	19.181818135681	18.4707420372232	19.8868805402593	18.8924122716968
Q9DBG3	>sp|Q9DBG3|AP2B1_MOUSE AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1 PE=1 SV=1	AP2B1	19.5061092269024	19.250613725281	19.8203568174113	18.3213544700615
P84091	>sp|P84091|AP2M1_MOUSE AP-2 complex subunit mu OS=Mus musculus OX=10090 GN=Ap2m1 PE=1 SV=1	AP2M1	18.2490158942486	18.0573270198215	18.4956435289141	17.4639566508983
Q9DCR2	>sp|Q9DCR2|AP3S1_MOUSE AP-3 complex subunit sigma-1 OS=Mus musculus OX=10090 GN=Ap3s1 PE=1 SV=2	AP3S1		16.6474480976278		15.673837973327
Q8R5A3	>sp|Q8R5A3|AB1IP_MOUSE Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Mus musculus OX=10090 GN=Apbb1ip PE=1 SV=2	APBB1IP		16.1455930732933		16.8485148672578
Q8R146	>sp|Q8R146|ACPH_MOUSE Acylamino-acid-releasing enzyme OS=Mus musculus OX=10090 GN=Apeh PE=1 SV=3	APEH	20.2619532703719	19.2694312485713	20.4055499245556	19.2383718399311
